PROD DATE,APINUMBR,WELLSTATUS,REGION,WELLTYPE,COMPLETION DATE,API GRAVITY,OILPROD,DAYS ON,GASPROD,WATRPROD,DISTRICT,FIELD
2006/07/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,25,31,0,180,4,F
2007/07/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2007/07/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,22.6,68,31,37,1099,4,F
2007/07/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,23,31,0,310,4,F
2005/08/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2005/08/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,22.9,78,31,37,1263,4,F
2005/08/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,20,31,0,195,4,F
2006/08/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2006/08/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,22.2,68,31,37,1110,4,F
2006/08/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,40,31,0,200,4,F
2007/08/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2007/08/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,22.3,69,31,37,1113,4,F
2007/08/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,25,31,0,315,4,F
2005/09/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2005/09/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,23.3,73,30,36,1184,4,F
2005/09/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,21,30,0,180,4,F
2006/09/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2006/09/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,22.4,69,30,36,1098,4,F
2006/09/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,50,30,0,250,4,F
2007/09/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2007/09/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,22.3,65,30,36,1051,4,F
2007/09/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,26,20,14,0,240,4,F
2005/10/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2005/10/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,23.5,69,31,36,1119,4,F
2005/10/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,24,31,0,185,4,F
2006/10/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2006/10/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,23,69,31,37,1127,4,F
2006/10/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,26,55,31,0,250,4,F
2007/10/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2007/10/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,22.5,66,31,37,1064,4,F
2007/10/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,45,31,0,290,4,F
2005/11/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2005/11/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,24.3,62,30,36,1013,4,F
2005/11/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,30,30,0,190,4,F
2006/11/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2006/11/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,24.2,73,30,36,1179,4,F
2006/11/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,26,50,30,0,250,4,F
2007/11/01 00:00:00,2973973,A,Newcastle,OG,12/01/1984,,0,0,0,0,4,F
2007/11/01 00:00:00,2973974,A,Newcastle,OG,12/01/1984,22.5,69,30,39,1106,4,F
2007/11/01 00:00:00,2974045,A,Newcastle,OG,12/01/1984,27,47,30,0,301,4,F
